position,entity name,examples,norms,RESTAURANT-TYPE
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
NOT-SWEET,NOT-SWEET,안 단,달달하지 않은 맛의,
NOT-HOT,NOT-HOT,맵지 않은,맵지 않은 맛의,
NOT-JAGEUKJEOK,NOT-JAGEUKJEOK,안 자극적인,자극적이지 않은 맛의,
NOT-OILY,NOT-OILY,기름지지 않은,기름지지 않은 맛의,
NOT-BLAND,NOT-BLAND,안 싱거운,싱겁지 않은 맛의,
KKALKKEUM,KKALKKEUM,깔끔한 맛의,깔끔한 맛의,
NOT-SALTY,NOT-SALTY,짜지 않은,짜지 않은 맛의,
SWEET,SWEET,달달한,달달한 맛의,
HOT,HOT,매운,매운 맛의,
SWEET-SALTY,SWEET-SALTY,단짠단짠,단짠단짠한 맛의,
SIWON,SIWON,시원한,시원한 맛의,
GOSO,GOSO,고소한,고소한 맛의,
FIRE,FIRE,불맛이 나는,불맛이 나는,
FRESH,FRESH,싱싱한,싱싱한 맛의,
JJONDEUK,JJONDEUK,쫀득쫀득,쫀득쫀득한 느낌의,
CRUNCHY,CRUNCHY,바삭바삭한,바삭바삭한 식감의,
OILY,OILY,기름진,기름진 느낌의,
TTAKKEUN,TTAKKEUN,따끈따끈한,따끈한 느낌의,
CHEWY,CHEWY,탱글탱글,탱글탱글한 느낌의,
FUDGY,FUDGY,꾸덕한,꾸덕한 느낌의,
CREAMY,CREAMY,부드러운,크리미한 느낌의,
STRONG,STRONG,진한,진한 느낌의,
SPICY-SWEET,SPICY-SWEET,맵달맵달,맵달한 맛의,
COLD,COLD,차가운,차가운,
LOVER,여친,GOOD-TO-GO1,애인과 함께,
LOVER,남친,GOOD-TO-GO1,애인과 함께,
LOVER,애인,GOOD-TO-GO1,애인과 함께,
LOVER,여자친구,GOOD-TO-GO1,애인과 함께,
LOVER,남자친구,GOOD-TO-GO1,애인과 함께,
LOVER,약혼자,GOOD-TO-GO1,애인과 함께,
LOVER,약혼녀,GOOD-TO-GO1,애인과 함께,
LOVER,커플,GOOD-TO-GO1,애인과 함께,
LOVER,부인,GOOD-TO-GO1,애인과 함께,
LOVER,와이프,GOOD-TO-GO1,애인과 함께,
LOVER,남편,GOOD-TO-GO1,애인과 함께,
LOVER,신랑,GOOD-TO-GO1,애인과 함께,
LOVER,마누라,GOOD-TO-GO1,애인과 함께,
LOVER,안사람,GOOD-TO-GO1,애인과 함께,
LOVER,집사람,GOOD-TO-GO1,애인과 함께,
LOVER,아내,GOOD-TO-GO1,애인과 함께,
LOVER,파트너,GOOD-TO-GO1,애인과 함께,
LOVER,동반자,GOOD-TO-GO1,애인과 함께,
LOVER,동거인여친,GOOD-TO-GO1,애인과 함께,
LOVER,남친,GOOD-TO-GO1,애인과 함께,
LOVER,애인,GOOD-TO-GO1,애인과 함께,
LOVER,여자친구,GOOD-TO-GO1,애인과 함께,
LOVER,남자친구,GOOD-TO-GO1,애인과 함께,
LOVER,약혼자,GOOD-TO-GO1,애인과 함께,
LOVER,약혼녀,GOOD-TO-GO1,애인과 함께,
LOVER,커플,GOOD-TO-GO1,애인과 함께,
LOVER,부인,GOOD-TO-GO1,애인과 함께,
LOVER,와이프,GOOD-TO-GO1,애인과 함께,
LOVER,남편,GOOD-TO-GO1,애인과 함께,
LOVER,신랑,GOOD-TO-GO1,애인과 함께,
LOVER,마누라,GOOD-TO-GO1,애인과 함께,
LOVER,안사람,GOOD-TO-GO1,애인과 함께,
LOVER,집사람,GOOD-TO-GO1,애인과 함께,
LOVER,아내,GOOD-TO-GO1,애인과 함께,
LOVER,파트너,GOOD-TO-GO1,애인과 함께,
LOVER,동반자,GOOD-TO-GO1,애인과 함께,
LOVER,동거인,GOOD-TO-GO1,애인과 함께,
FRIEND,친구들,GOOD-TO-GO1,친구와 함께,
FRIEND,친구,GOOD-TO-GO1,친구와 함께,
FRIEND,절친들,GOOD-TO-GO1,친구와 함께,
FRIEND,절친,GOOD-TO-GO1,친구와 함께,
FRIEND,남사친들,GOOD-TO-GO1,친구와 함께,
FRIEND,남사친,GOOD-TO-GO1,친구와 함께,
FRIEND,여사친들,GOOD-TO-GO1,친구와 함께,
FRIEND,여사친,GOOD-TO-GO1,친구와 함께,
FRIEND,베프들,GOOD-TO-GO1,친구와 함께,
FRIEND,베프,GOOD-TO-GO1,친구와 함께,
FRIEND,직장 동료들,GOOD-TO-GO1,친구와 함께,
FRIEND,직장 동료,GOOD-TO-GO1,친구와 함께,
FRIEND,동료들,GOOD-TO-GO1,친구와 함께,
FRIEND,동료,GOOD-TO-GO1,친구와 함께,
FRIEND,동기들,GOOD-TO-GO1,친구와 함께,
FRIEND,동기,GOOD-TO-GO1,친구와 함께,
FRIEND,선배들,GOOD-TO-GO1,친구와 함께,
FRIEND,선배,GOOD-TO-GO1,친구와 함께,
FRIEND,후배들,GOOD-TO-GO1,친구와 함께,
FRIEND,후배,GOOD-TO-GO1,친구와 함께,
FRIEND,선후배들,GOOD-TO-GO1,친구와 함께,
FRIEND,선후배,GOOD-TO-GO1,친구와 함께,
FRIEND,동창들,GOOD-TO-GO1,친구와 함께,
FRIEND,동창,GOOD-TO-GO1,친구와 함께,
FAMILY,부모님,GOOD-TO-GO1,가족과 함께,
FAMILY,부모,GOOD-TO-GO1,가족과 함께,
FAMILY,엄마,GOOD-TO-GO1,가족과 함께,
FAMILY,아빠,GOOD-TO-GO1,가족과 함께,
FAMILY,어머니,GOOD-TO-GO1,가족과 함께,
FAMILY,아버지,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 동생들,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 동생,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 오빠들,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 오빠,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 누나들,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 누나,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 형들,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 형,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 언니들,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 언니,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 누이들,GOOD-TO-GO1,가족과 함께,
FAMILY,사촌 누이,GOOD-TO-GO1,가족과 함께,
FAMILY,동생들,GOOD-TO-GO1,가족과 함께,
FAMILY,동생,GOOD-TO-GO1,가족과 함께,
FAMILY,오빠들,GOOD-TO-GO1,가족과 함께,
FAMILY,오빠,GOOD-TO-GO1,가족과 함께,
FAMILY,누나들,GOOD-TO-GO1,가족과 함께,
FAMILY,누나,GOOD-TO-GO1,가족과 함께,
FAMILY,형들,GOOD-TO-GO1,가족과 함께,
FAMILY,형,GOOD-TO-GO1,가족과 함께,
FAMILY,언니들,GOOD-TO-GO1,가족과 함께,
FAMILY,언니,GOOD-TO-GO1,가족과 함께,
FAMILY,누이들,GOOD-TO-GO1,가족과 함께,
FAMILY,누이,GOOD-TO-GO1,가족과 함께,
FAMILY,시 부모님,GOOD-TO-GO1,가족과 함께,
FAMILY,시 부모,GOOD-TO-GO1,가족과 함께,
FAMILY,시 엄마,GOOD-TO-GO1,가족과 함께,
FAMILY,시 아빠,GOOD-TO-GO1,가족과 함께,
FAMILY,시 어머니,GOOD-TO-GO1,가족과 함께,
FAMILY,시 아버지,GOOD-TO-GO1,가족과 함께,
FAMILY,친정 부모님,GOOD-TO-GO1,가족과 함께,
FAMILY,친정 부모,GOOD-TO-GO1,가족과 함께,
FAMILY,친정 엄마,GOOD-TO-GO1,가족과 함께,
FAMILY,친정 아빠,GOOD-TO-GO1,가족과 함께,
FAMILY,친정 어머니,GOOD-TO-GO1,가족과 함께,
FAMILY,친정 아버지,GOOD-TO-GO1,가족과 함께,
FAMILY,조카들,GOOD-TO-GO1,가족과 함께,
FAMILY,조카,GOOD-TO-GO1,가족과 함께,
FAMILY,손자들,GOOD-TO-GO1,가족과 함께,
FAMILY,손자,GOOD-TO-GO1,가족과 함께,
FAMILY,손녀들,GOOD-TO-GO1,가족과 함께,
FAMILY,손녀,GOOD-TO-GO1,가족과 함께,
FAMILY,손주들,GOOD-TO-GO1,가족과 함께,
FAMILY,손주,GOOD-TO-GO1,가족과 함께,
FAMILY,가족들,GOOD-TO-GO1,가족과 함께,
FAMILY,가족,GOOD-TO-GO1,가족과 함께,
ANNIVERSARY,특별한 날때,GOOD-TO-GO2,기념일에,
ANNIVERSARY,특별한 날,GOOD-TO-GO2,기념일에,
ANNIVERSARY,기념일때,GOOD-TO-GO2,기념일에,
ANNIVERSARY,기념일,GOOD-TO-GO2,기념일에,
ANNIVERSARY,결혼기념일때,GOOD-TO-GO2,기념일에,
ANNIVERSARY,결혼기념일,GOOD-TO-GO2,기념일에,
ANNIVERSARY,생일때,GOOD-TO-GO2,기념일에,
ANNIVERSARY,생일,GOOD-TO-GO2,기념일에,
ANNIVERSARY,생신때,GOOD-TO-GO2,기념일에,
ANNIVERSARY,생신,GOOD-TO-GO2,기념일에,
ENGAGEMENT,여친을 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여친을 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여친을 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여친 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여친 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여친 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남친을 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남친을 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남친을 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남친 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남친 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남친 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여자친구를 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여자친구를 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여자친구를 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여자친구 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여자친구 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,여자친구 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남자친구를 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남자친구를 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남자친구를 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남자친구 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남자친구 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,남자친구 소개받을때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,부모님을 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,부모님을 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,부모님 소개시켜줄때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,부모님 소개할때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,상견례에,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,상견례 갈 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,상견례 할 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,상견례 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,약혼에,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,약혼 갈 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,약혼 할 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,약혼 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,프로포즈에,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,프로포즈 갈 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,프로포즈 할 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,프로포즈 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,소개팅에,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,소개팅 갈 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,소개팅 할 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,소개팅 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,미팅에,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,미팅 갈 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,미팅 할 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,미팅 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,맞선 볼 때,GOOD-TO-GO2,첫 만남에,
ENGAGEMENT,선 볼 때,GOOD-TO-GO2,첫 만남에,
FIRSTBIRTHDAY,돌잔치에 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치에 알맞은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치에 가기 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치에 갈만한,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치 때 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치 때 알맞은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치 때 가기 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치 때 갈만한,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치 하기 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,돌잔치 열기 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치에 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치에 알맞은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치에 가기 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치에 갈만한,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치 때 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치 때 알맞은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치 때 가기 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치 때 갈만한,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치 하기 좋은,GOOD-TO-GO2,아기 기념일에,
FIRSTBIRTHDAY,백일잔치 열기 좋은,GOOD-TO-GO2,아기 기념일에,
COLD-WEATHER,추운 날에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,추운 날,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,추운 날씨에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,쌀쌀한 날에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,쌀쌀한 날,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,쌀쌀한 날씨에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,쌀쌀할때에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,쌀쌀할때,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,추울 때에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,추울 때,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,겨울에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,한겨울에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 추운 날에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 추운 날,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 쌀쌀한 날에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 쌀쌀한 날,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 쌀쌀할때에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 쌀쌀할때,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 추울 때에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨가 추울 때,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 추운 날에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 추운 날,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 쌀쌀한 날에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 쌀쌀한 날,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 쌀쌀할때에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 쌀쌀할때,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 추울 때에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,날씨 추울 때,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,겨울 날씨에,GOOD-TO-GO2,추운 날씨에,
COLD-WEATHER,한겨울 날씨에,GOOD-TO-GO2,추운 날씨에,
HOT-WEATHER,더운 날에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,더운 날,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,더운 날씨에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨가 더운 날에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨가 더운 날,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨가 후덥지끈한 날에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨가 후덥지끈한 날,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨가 더울 때에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨가 더울 때,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨 더운 날에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨 더운 날,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨 후덥지끈한 날에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨 후덥지끈한 날,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨 더울 때에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,날씨 더울 때,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,후덥지끈한 날에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,후덥지끈한 날,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,후덥지끈한 날씨에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,더울 때에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,더울 때,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,여름에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,한여름에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,여름 날씨에,GOOD-TO-GO2,더운 날씨에,
HOT-WEATHER,한여름 날씨에,GOOD-TO-GO2,더운 날씨에,
LOVER-VERB,데이트에,GOOD-TO-GO2,데이트 할때,
LOVER-VERB,데이트 할 때,GOOD-TO-GO2,데이트 할때,
LOVER-VERB,데이트 때,GOOD-TO-GO2,데이트 할때,
LOVER-VERB,연애할때,GOOD-TO-GO2,데이트 할때,
CLIMBING,하산 하고나서,GOOD-TO-GO2,등산 후에,
CLIMBING,하산 후,GOOD-TO-GO2,등산 후에,
CLIMBING,하산 후에,GOOD-TO-GO2,등산 후에,
CLIMBING,산에 갔다와서,GOOD-TO-GO2,등산 후에,
CLIMBING,산타고 나서,GOOD-TO-GO2,등산 후에,
CLIMBING,산에서 내려와서,GOOD-TO-GO2,등산 후에,
CLIMBING,등산 하고나서,GOOD-TO-GO2,등산 후에,
CLIMBING,등산 후,GOOD-TO-GO2,등산 후에,
CLIMBING,등산 후에,GOOD-TO-GO2,등산 후에,
CLIMBING,등산 끝내고,GOOD-TO-GO2,등산 후에,
CLIMBING,등산 끝나고,GOOD-TO-GO2,등산 후에,
CLIMBING,등산 마치고,GOOD-TO-GO2,등산 후에,
SOCCER,축구 하고나서,GOOD-TO-GO2,축구 후에,
SOCCER,축구 후,GOOD-TO-GO2,축구 후에,
SOCCER,축구 후에,GOOD-TO-GO2,축구 후에,
SOCCER,축구 끝내고,GOOD-TO-GO2,축구 후에,
SOCCER,축구 끝나고,GOOD-TO-GO2,축구 후에,
SOCCER,풋살 하고나서,GOOD-TO-GO2,축구 후에,
SOCCER,풋살 후,GOOD-TO-GO2,축구 후에,
SOCCER,풋살 후에,GOOD-TO-GO2,축구 후에,
SOCCER,풋살 끝내고,GOOD-TO-GO2,축구 후에,
SOCCER,풋살 끝나고,GOOD-TO-GO2,축구 후에,
BASKETBALL,농구 하고나서,GOOD-TO-GO2,농구 후에,
BASKETBALL,농구 후,GOOD-TO-GO2,농구 후에,
BASKETBALL,농구 후에,GOOD-TO-GO2,농구 후에,
BASKETBALL,농구 끝내고,GOOD-TO-GO2,농구 후에,
BASKETBALL,농구 끝나고,GOOD-TO-GO2,농구 후에,
ALCOHOL,술 먹고 나서,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 먹고 나서 속 쓰릴때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 먹고,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 먹고 속 쓰릴때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 먹은 후,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 먹은 후 속 쓰릴때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 먹은 후에,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 먹은 후에 속 쓰릴때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 해장 하러,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 해장할 때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 취했을때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 깨러,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,술 안깰때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,해장 하러,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,해장할 때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,취했을때,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,숙취에,GOOD-TO-GO2,술 먹은 후에,
ALCOHOL,숙취해소에,GOOD-TO-GO2,술 먹은 후에,
PARTY,파티할 때 가기 좋은,GOODTOGO-VERB,파티때,
PARTY,파티할 때 갈만한,GOODTOGO-VERB,파티때,
ALONE,혼밥 하기 좋은,GOODTOGO-VERB,혼자서,
ALONE,혼자 가기 좋은,GOODTOGO-VERB,혼자서,
ALONE,혼자 먹기 좋은,GOODTOGO-VERB,혼자서,
ALONE,홀로 가기 좋은,GOODTOGO-VERB,혼자서,
ALONE,홀로 먹기 좋은,GOODTOGO-VERB,혼자서,
COUPLE,2인이 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,2인이서 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,2명이 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,2명이서 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,2명 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,두명이 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,두명이서 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,두명 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,둘이 가기 좋은,GOODTOGO-VERB,둘이서,
COUPLE,둘이서 가기 좋은,GOODTOGO-VERB,둘이서,
TRIPLE,3인이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,3인이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,3명이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,3명이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,3명 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,세명이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,세명이서 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,세명 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
TRIPLE,4인이 가기 좋은,GOODTOGO-VERB,"3, 4명이서",
